date,state,positive,negative,pending,hospitalized,death,total,dateChecked,totalTestResults,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,population,region,pos100k,death100k
2020-03-11,CT,3,71,,,,74,2020-03-11T20:00:00Z,74,0,0,17,1,18,3565287,ne,0.0841446985894824,
2020-03-11,DC,4,20,15,,,39,2020-03-11T20:00:00Z,24,0,0,3,-1,2,705749,s,0.56677373967232,
2020-03-11,DE,1,17,2,,,20,2020-03-11T20:00:00Z,18,0,0,0,1,1,973764,s,0.102694287322185,
2020-03-11,FL,28,301,147,,2,476,2020-03-11T20:00:00Z,329,2,0,79,9,88,21477737,s,0.130367552223961,0.00931196801599722
2020-03-11,GA,22,,,,,22,2020-03-11T20:00:00Z,22,0,0,0,5,5,10617423,s,0.207206588642084,
2020-03-11,HI,2,,,,,2,2020-03-11T20:00:00Z,2,0,0,0,0,0,1415872,w,0.141255706730552,
2020-03-11,IA,13,46,27,,,86,2020-03-11T20:00:00Z,59,0,0,14,5,19,3155070,mw,0.412035232181853,
2020-03-11,ID,0,67,,,,67,2020-03-11T20:00:00Z,67,0,0,26,0,26,1787147,w,0,
2020-03-11,IL,19,244,63,,,326,2020-03-11T20:00:00Z,263,0,0,0,0,0,12671821,mw,0.149938986669714,
2020-03-11,IN,10,33,,,,43,2020-03-11T20:00:00Z,43,0,0,3,4,7,6732219,mw,0.148539434026136,
2020-03-11,KS,1,41,,,,42,2020-03-11T20:00:00Z,42,0,0,24,0,24,2913314,mw,0.0343251705789352,
2020-03-11,KY,8,46,,,,54,2020-03-11T20:00:00Z,54,0,0,18,2,20,4467673,s,0.179064134729646,
2020-03-11,LA,6,37,,,,43,2020-03-11T20:00:00Z,43,0,0,26,5,31,4648794,s,0.129065731886593,
2020-03-11,MA,92,,,,,92,2020-03-11T20:00:00Z,92,0,0,0,0,0,6949503,ne,1.32383567573106,
2020-03-11,MD,9,94,,,,103,2020-03-11T20:00:00Z,103,0,0,5,3,8,6045680,s,0.148866628733244,
2020-03-11,ME,0,42,5,,,47,2020-03-11T20:00:00Z,42,0,0,22,0,22,1344212,ne,0,
2020-03-11,MI,2,57,18,,,77,2020-03-11T20:00:00Z,59,0,0,18,2,20,9986857,mw,0.0200263205931556,
2020-03-11,MN,5,217,,,,222,2020-03-11T20:00:00Z,222,0,0,85,2,87,5639632,mw,0.088658267064234,
2020-03-11,MO,1,,,,,1,2020-03-11T20:00:00Z,1,0,0,0,0,0,6137428,s,0.0162934701637233,
2020-03-11,MS,0,20,,,,20,2020-03-11T20:00:00Z,20,0,0,20,0,20,2976149,s,0,
2020-03-11,MT,0,21,,,,21,2020-03-11T20:00:00Z,21,0,0,6,0,6,1068778,w,0,
2020-03-11,NC,7,,,,,7,2020-03-11T20:00:00Z,7,0,0,0,0,0,10488084,s,0.0667424097671224,
2020-03-11,ND,0,7,6,,,13,2020-03-11T20:00:00Z,7,0,0,1,0,1,762062,mw,0,
2020-03-11,NE,5,47,16,,,68,2020-03-11T20:00:00Z,52,0,0,0,2,2,1934408,mw,0.258477012088453,
2020-03-11,NH,4,38,5,,,47,2020-03-11T20:00:00Z,42,0,0,0,0,0,1359711,ne,0.294180160342896,
2020-03-11,NJ,24,57,20,,1,101,2020-03-11T20:00:00Z,81,1,0,13,9,22,8882190,ne,0.270203632212326,0.0112584846755136
2020-03-11,NM,3,87,,,,90,2020-03-11T20:00:00Z,90,0,0,18,3,21,2096829,w,0.143073183364023,
2020-03-11,NV,5,168,,,,173,2020-03-11T20:00:00Z,173,0,0,154,5,159,3080156,w,0.162329440456912,
2020-03-11,NY,216,92,,,,308,2020-03-11T20:00:00Z,308,0,0,0,43,43,19453561,ne,1.1103365599748,
2020-03-11,OH,4,21,24,,,49,2020-03-11T20:00:00Z,25,0,0,7,1,8,11689100,mw,0.0342199142791147,
2020-03-11,OK,2,15,11,,,28,2020-03-11T20:00:00Z,17,0,0,0,0,0,3956971,s,0.0505437113387993,
2020-03-11,OR,19,286,62,,,367,2020-03-11T20:00:00Z,305,0,0,73,4,77,4217737,w,0.450478538609686,
2020-03-11,PA,15,88,54,,,157,2020-03-11T20:00:00Z,103,0,0,88,3,91,12801989,ne,0.117169292990331,
2020-03-11,RI,5,58,24,,,87,2020-03-11T20:00:00Z,63,0,0,5,2,7,1059361,ne,0.471982638590622,
2020-03-11,SC,9,32,,,,41,2020-03-11T20:00:00Z,41,0,0,8,2,10,5148714,s,0.174800930873224,
2020-03-11,SD,5,13,2,,,20,2020-03-11T20:00:00Z,18,0,0,2,5,7,884659,mw,0.56518952500342,
2020-03-11,TN,7,50,,,,57,2020-03-11T20:00:00Z,57,0,0,50,0,50,6833174,s,0.102441413024167,
2020-03-11,TX,21,,,,,21,2020-03-11T20:00:00Z,21,0,0,0,8,8,28995881,s,0.0724240798201648,
2020-03-11,UT,2,,,,,2,2020-03-11T20:00:00Z,2,0,0,0,0,0,3205958,w,0.0623838490710109,
2020-03-11,VA,9,60,,,,69,2020-03-11T20:00:00Z,69,0,0,7,1,8,8535519,s,0.105441742909834,
2020-03-11,VT,1,62,,,,63,2020-03-11T20:00:00Z,63,0,0,22,0,22,623989,ne,0.160259235339084,
2020-03-11,WA,267,2175,,,24,2442,2020-03-11T20:00:00Z,2442,24,0,1065,105,1170,7614893,w,3.50628695636301,0.315171861246113
2020-03-11,WI,3,43,,,,46,2020-03-11T20:00:00Z,46,0,0,7,1,8,5822434,mw,0.0515248433902385,
2020-03-11,WV,0,3,2,,,5,2020-03-11T20:00:00Z,3,0,0,1,0,1,1792065,s,0,
2020-03-11,WY,0,,,,,0,2020-03-11T20:00:00Z,0,0,0,0,0,0,578759,w,0,
2020-03-10,AK,0,23,9,,,32,2020-03-10T20:00:00Z,23,0,0,0,0,0,731545,w,0,
2020-03-10,AL,0,0,0,,,0,2020-03-10T20:00:00Z,0,0,0,0,0,0,4903185,s,0,
2020-03-10,AR,0,12,3,,,15,2020-03-10T20:00:00Z,12,0,0,0,0,0,3017825,s,0,
2020-03-10,AZ,6,51,27,,,84,2020-03-10T20:00:00Z,57,0,0,7,1,8,7278717,w,0.082432109944651,
2020-03-10,CA,133,690,,,,823,2020-03-10T20:00:00Z,823,0,0,0,19,19,39512223,w,0.336604700778288,
2020-03-10,CO,12,142,1,,,155,2020-03-10T20:00:00Z,154,0,0,9,3,12,5758736,w,0.2083790609606,
2020-03-10,CT,2,54,,,,56,2020-03-10T20:00:00Z,56,0,0,8,1,9,3565287,ne,0.0560964657263216,
2020-03-10,DC,5,17,2,,,24,2020-03-10T20:00:00Z,22,0,0,3,4,7,705749,s,0.7084671745904,
2020-03-10,DE,0,17,3,,,20,2020-03-10T20:00:00Z,17,0,0,2,0,2,973764,s,0,
2020-03-10,FL,19,222,155,,,396,2020-03-10T20:00:00Z,241,0,0,82,1,83,21477737,s,0.0884636961519736,
2020-03-10,GA,17,,,,,17,2020-03-10T20:00:00Z,17,0,0,0,5,5,10617423,s,0.160114182132519,
2020-03-10,HI,2,,,,,2,2020-03-10T20:00:00Z,2,0,0,0,0,0,1415872,w,0.141255706730552,
2020-03-10,IA,8,32,11,,,51,2020-03-10T20:00:00Z,40,0,0,6,5,11,3155070,mw,0.253560142881141,
2020-03-10,ID,0,41,,,,41,2020-03-10T20:00:00Z,41,0,0,0,0,0,1787147,w,0,
2020-03-10,IL,19,244,63,,,326,2020-03-10T20:00:00Z,263,0,0,53,12,65,12671821,mw,0.149938986669714,
2020-03-10,IN,6,30,,,,36,2020-03-10T20:00:00Z,36,0,0,30,4,34,6732219,mw,0.0891236604156817,
2020-03-10,KS,1,17,21,,,39,2020-03-10T20:00:00Z,18,0,0,6,0,6,2913314,mw,0.0343251705789352,
2020-03-10,KY,6,28,,,,34,2020-03-10T20:00:00Z,34,0,0,11,2,13,4467673,s,0.134298101047234,
2020-03-10,LA,1,11,,,,12,2020-03-10T20:00:00Z,12,0,0,6,0,6,4648794,s,0.0215109553144321,
2020-03-10,MA,92,,,,,92,2020-03-10T20:00:00Z,92,0,0,0,51,51,6949503,ne,1.32383567573106,
2020-03-10,MD,6,89,,,,95,2020-03-10T20:00:00Z,95,0,0,16,1,17,6045680,s,0.0992444191554961,
2020-03-10,ME,0,20,5,,,25,2020-03-10T20:00:00Z,20,0,0,19,0,19,1344212,ne,0,
2020-03-10,MI,0,39,24,,,63,2020-03-10T20:00:00Z,39,0,0,3,0,3,9986857,mw,0,
2020-03-10,MN,3,132,,,,135,2020-03-10T20:00:00Z,135,0,0,52,1,53,5639632,mw,0.0531949602385404,
2020-03-10,MO,1,,,,,1,2020-03-10T20:00:00Z,1,0,0,0,0,0,6137428,s,0.0162934701637233,
2020-03-10,MS,0,,,,,0,2020-03-10T20:00:00Z,0,0,0,0,0,0,2976149,s,0,
2020-03-10,MT,0,15,,,,15,2020-03-10T20:00:00Z,15,0,0,4,0,4,1068778,w,0,
2020-03-10,NC,7,,,,,7,2020-03-10T20:00:00Z,7,0,0,0,5,5,10488084,s,0.0667424097671224,
2020-03-10,ND,0,6,2,,,8,2020-03-10T20:00:00Z,6,0,0,6,0,6,762062,mw,0,
2020-03-10,NE,3,47,16,,,66,2020-03-10T20:00:00Z,50,0,0,11,0,11,1934408,mw,0.155086207253072,
2020-03-10,NH,4,38,5,,,47,2020-03-10T20:00:00Z,42,0,0,0,0,0,1359711,ne,0.294180160342896,
2020-03-10,NJ,15,44,20,,,79,2020-03-10T20:00:00Z,59,0,0,9,4,13,8882190,ne,0.168877270132704,
2020-03-10,NM,0,69,,,,69,2020-03-10T20:00:00Z,69,0,0,12,0,12,2096829,w,0,
2020-03-10,NV,0,14,,,,14,2020-03-10T20:00:00Z,14,0,0,0,0,-1,3080156,w,0,
2020-03-10,NY,173,92,,,,265,2020-03-10T20:00:00Z,265,0,0,0,31,31,19453561,ne,0.889297337387227,
2020-03-10,OH,3,14,15,,,32,2020-03-10T20:00:00Z,17,0,0,3,0,3,11689100,mw,0.025664935709336,
2020-03-10,OK,2,15,11,,,28,2020-03-10T20:00:00Z,17,0,0,7,1,8,3956971,s,0.0505437113387993,
2020-03-10,OR,15,213,67,,,295,2020-03-10T20:00:00Z,228,0,0,48,1,49,4217737,w,0.355640951533962,
2020-03-10,PA,12,,,,,12,2020-03-10T20:00:00Z,12,0,0,0,5,5,12801989,ne,0.0937354343922651,
2020-03-10,RI,3,53,6,,,62,2020-03-10T20:00:00Z,56,0,0,0,0,0,1059361,ne,0.283189583154373,
2020-03-10,SC,7,24,,,,31,2020-03-10T20:00:00Z,31,0,0,0,0,0,5148714,s,0.135956279568063,
2020-03-10,SD,0,11,0,,,11,2020-03-10T20:00:00Z,11,0,0,6,0,6,884659,mw,0,
2020-03-10,TN,7,,,,,7,2020-03-10T20:00:00Z,7,0,0,0,4,4,6833174,s,0.102441413024167,
2020-03-10,TX,13,,,,,13,2020-03-10T20:00:00Z,13,0,0,0,1,1,28995881,s,0.0448339541743877,
2020-03-10,UT,2,,,,,2,2020-03-10T20:00:00Z,2,0,0,0,1,1,3205958,w,0.0623838490710109,
2020-03-10,VA,8,53,,,,61,2020-03-10T20:00:00Z,61,0,0,15,5,20,8535519,s,0.0937259936976299,
2020-03-10,VT,1,40,,,,41,2020-03-10T20:00:00Z,41,0,0,6,0,6,623989,ne,0.160259235339084,
2020-03-10,WA,162,1110,,,,1272,2020-03-10T20:00:00Z,1272,0,0,0,26,26,7614893,w,2.12741006341127,
2020-03-10,WI,2,36,,,,38,2020-03-10T20:00:00Z,38,0,0,0,1,1,5822434,mw,0.0343498955934923,
2020-03-10,WV,0,2,3,,,5,2020-03-10T20:00:00Z,2,0,0,0,0,0,1792065,s,0,
2020-03-10,WY,0,0,0,,,0,2020-03-10T20:00:00Z,0,0,0,0,0,0,578759,w,0,
2020-03-09,AK,0,23,9,,,32,2020-03-09T20:00:00Z,23,0,0,9,0,9,731545,w,0,
2020-03-09,AL,0,,,,,0,2020-03-09T20:00:00Z,0,0,0,0,0,0,4903185,s,0,
2020-03-09,AR,0,12,0,,,12,2020-03-09T20:00:00Z,12,0,0,6,0,6,3017825,s,0,
2020-03-09,AZ,5,44,7,,,56,2020-03-09T20:00:00Z,49,0,0,0,0,0,7278717,w,0.0686934249538758,
2020-03-09,CA,114,690,,,,804,2020-03-09T20:00:00Z,804,0,0,228,26,254,39512223,w,0.288518314952819,
2020-03-09,CO,9,133,,,,142,2020-03-09T20:00:00Z,142,0,0,29,1,30,5758736,w,0.15628429572045,
2020-03-09,CT,1,46,,,,47,2020-03-09T20:00:00Z,47,0,0,17,0,17,3565287,ne,0.0280482328631608,
2020-03-09,DC,1,14,3,,,18,2020-03-09T20:00:00Z,15,0,0,4,0,4,705749,s,0.14169343491808,
2020-03-09,DE,0,15,3,,,18,2020-03-09T20:00:00Z,15,0,0,5,0,5,973764,s,0,
2020-03-09,FL,18,140,115,,,273,2020-03-09T20:00:00Z,158,0,0,22,1,23,21477737,s,0.0838077121439749,
2020-03-09,GA,12,,,,,12,2020-03-09T20:00:00Z,12,0,0,0,5,5,10617423,s,0.113021775622955,
2020-03-09,HI,2,,,,,2,2020-03-09T20:00:00Z,2,0,0,0,1,1,1415872,w,0.141255706730552,
2020-03-09,IA,3,26,8,,,37,2020-03-09T20:00:00Z,29,0,0,11,3,14,3155070,mw,0.0950850535804277,
2020-03-09,ID,0,41,,,,41,2020-03-09T20:00:00Z,41,0,0,14,0,14,1787147,w,0,
2020-03-09,IL,7,191,44,,,242,2020-03-09T20:00:00Z,198,0,0,0,1,1,12671821,mw,0.0552406792993683,
2020-03-09,IN,2,,,,,2,2020-03-09T20:00:00Z,2,0,0,0,0,0,6732219,mw,0.0297078868052272,
2020-03-09,KS,1,11,0,,,12,2020-03-09T20:00:00Z,12,0,0,0,0,0,2913314,mw,0.0343251705789352,
2020-03-09,KY,4,17,,,,21,2020-03-09T20:00:00Z,21,0,0,4,3,7,4467673,s,0.0895320673648228,
2020-03-09,LA,1,5,,,,6,2020-03-09T20:00:00Z,6,0,0,0,1,1,4648794,s,0.0215109553144321,
2020-03-09,MA,41,,,,,41,2020-03-09T20:00:00Z,41,0,0,0,28,28,6949503,ne,0.589970246793188,
2020-03-09,MD,5,73,,,,78,2020-03-09T20:00:00Z,78,0,0,21,2,23,6045680,s,0.0827036826295801,
2020-03-09,ME,0,1,,,,1,2020-03-09T20:00:00Z,1,0,0,0,0,0,1344212,ne,0,
2020-03-09,MI,0,36,11,,,47,2020-03-09T20:00:00Z,36,0,0,10,0,10,9986857,mw,0,
2020-03-09,MN,2,80,,,,82,2020-03-09T20:00:00Z,82,0,0,32,1,33,5639632,mw,0.0354633068256936,
2020-03-09,MO,1,,,,,1,2020-03-09T20:00:00Z,1,0,0,0,0,0,6137428,s,0.0162934701637233,
2020-03-09,MS,0,,,,,0,2020-03-09T20:00:00Z,0,0,0,0,0,0,2976149,s,0,
2020-03-09,MT,0,11,0,,,11,2020-03-09T20:00:00Z,11,0,0,0,0,0,1068778,w,0,
2020-03-09,NC,2,,,,,2,2020-03-09T20:00:00Z,2,0,0,0,0,0,10488084,s,0.0190692599334635,
2020-03-09,ND,0,0,,,,0,2020-03-09T20:00:00Z,0,0,0,0,0,0,762062,mw,0,
2020-03-09,NE,3,36,9,,,48,2020-03-09T20:00:00Z,39,0,0,19,2,21,1934408,mw,0.155086207253072,
2020-03-09,NH,4,38,5,,,47,2020-03-09T20:00:00Z,42,0,0,0,0,0,1359711,ne,0.294180160342896,
2020-03-09,NJ,11,35,14,,,60,2020-03-09T20:00:00Z,46,0,0,4,5,9,8882190,ne,0.123843331430649,
2020-03-09,NM,0,57,0,,,57,2020-03-09T20:00:00Z,57,0,0,9,0,9,2096829,w,0,
2020-03-09,NV,1,14,,,,15,2020-03-09T20:00:00Z,15,0,0,0,0,0,3080156,w,0.0324658880913824,
2020-03-09,NY,142,92,,,,234,2020-03-09T20:00:00Z,234,0,0,0,37,37,19453561,ne,0.729943479242695,
2020-03-09,OH,3,11,5,,,19,2020-03-09T20:00:00Z,14,0,0,1,3,4,11689100,mw,0.025664935709336,
2020-03-09,OK,1,8,10,,,19,2020-03-09T20:00:00Z,9,0,0,0,0,0,3956971,s,0.0252718556693997,
2020-03-09,OR,14,165,52,,,231,2020-03-09T20:00:00Z,179,0,0,65,0,65,4217737,w,0.331931554765032,
2020-03-09,PA,7,,,,,7,2020-03-09T20:00:00Z,7,0,0,0,3,3,12801989,ne,0.054679003395488,
2020-03-09,RI,3,53,6,,,62,2020-03-09T20:00:00Z,56,0,0,23,0,23,1059361,ne,0.283189583154373,
2020-03-09,SC,7,24,,,,31,2020-03-09T20:00:00Z,31,0,0,16,5,21,5148714,s,0.135956279568063,
2020-03-09,SD,0,5,0,,,5,2020-03-09T20:00:00Z,5,0,0,0,0,0,884659,mw,0,
2020-03-09,TN,3,,,,,3,2020-03-09T20:00:00Z,3,0,0,0,0,0,6833174,s,0.043903462724643,
2020-03-09,TX,12,,,,,12,2020-03-09T20:00:00Z,12,0,0,0,4,4,28995881,s,0.0413851884686656,
2020-03-09,UT,1,,,,,1,2020-03-09T20:00:00Z,1,0,0,0,0,0,3205958,w,0.0311919245355055,
2020-03-09,VA,3,38,9,,,50,2020-03-09T20:00:00Z,41,0,0,2,1,3,8535519,s,0.0351472476366112,
2020-03-09,VT,1,34,,,,35,2020-03-09T20:00:00Z,35,0,0,6,0,6,623989,ne,0.160259235339084,
2020-03-09,WA,136,1110,,,,1246,2020-03-09T20:00:00Z,1246,0,0,470,34,504,7614893,w,1.78597388039464,
2020-03-09,WI,1,36,,,,37,2020-03-09T20:00:00Z,37,0,0,5,0,5,5822434,mw,0.0171749477967462,
2020-03-09,WV,0,2,3,,,5,2020-03-09T20:00:00Z,2,0,0,0,0,0,1792065,s,0,
2020-03-09,WY,0,,,,,0,2020-03-09T20:00:00Z,0,0,0,0,0,0,578759,w,0,
2020-03-08,AK,0,14,6,,,20,2020-03-08T20:00:00Z,14,0,0,2,0,2,731545,w,0,
2020-03-08,AL,0,,,,,0,2020-03-08T20:00:00Z,0,0,0,0,0,0,4903185,s,0,
2020-03-08,AR,0,6,0,,,6,2020-03-08T20:00:00Z,6,0,0,0,0,0,3017825,s,0,
2020-03-08,AZ,5,44,7,,,56,2020-03-08T20:00:00Z,49,0,0,0,0,0,7278717,w,0.0686934249538758,
2020-03-08,CA,88,462,,,,550,2020-03-08T20:00:00Z,550,0,0,0,19,19,39512223,w,0.222715892244281,
2020-03-08,CO,8,104,,,,112,2020-03-08T20:00:00Z,112,0,0,49,0,49,5758736,w,0.138919373973733,
2020-03-08,CT,1,29,8,,,38,2020-03-08T20:00:00Z,30,0,0,29,1,30,3565287,ne,0.0280482328631608,
2020-03-08,DC,1,10,0,,,11,2020-03-08T20:00:00Z,11,0,0,2,1,3,705749,s,0.14169343491808,
2020-03-08,DE,0,10,0,,,10,2020-03-08T20:00:00Z,10,0,0,0,0,0,973764,s,0,
2020-03-08,FL,17,118,108,,,243,2020-03-08T20:00:00Z,135,0,0,18,3,21,21477737,s,0.0791517281359763,
2020-03-08,GA,7,,,,,7,2020-03-08T20:00:00Z,7,0,0,0,1,1,10617423,s,0.0659293691133903,
2020-03-08,HI,1,,,,,1,2020-03-08T20:00:00Z,1,0,0,0,0,0,1415872,w,0.070627853365276,
2020-03-08,IA,0,15,2,,,17,2020-03-08T20:00:00Z,15,0,0,0,0,0,3155070,mw,0,
2020-03-08,ID,0,27,,,,27,2020-03-08T20:00:00Z,27,0,0,0,0,0,1787147,w,0,
2020-03-08,IL,6,191,44,,,241,2020-03-08T20:00:00Z,197,0,0,0,0,0,12671821,mw,0.0473491536851728,
2020-03-08,IN,2,,,,,2,2020-03-08T20:00:00Z,2,0,0,0,1,1,6732219,mw,0.0297078868052272,
2020-03-08,KS,1,11,0,,,12,2020-03-08T20:00:00Z,12,0,0,0,1,1,2913314,mw,0.0343251705789352,
2020-03-08,KY,1,13,,,,14,2020-03-08T20:00:00Z,14,0,0,4,0,4,4467673,s,0.0223830168412057,
2020-03-08,LA,0,5,,,,5,2020-03-08T20:00:00Z,5,0,0,5,0,5,4648794,s,0,
2020-03-08,MA,13,,,,,13,2020-03-08T20:00:00Z,13,0,0,0,0,0,6949503,ne,0.187063736788084,
2020-03-08,MD,3,52,,,,55,2020-03-08T20:00:00Z,55,0,0,11,0,11,6045680,s,0.0496222095777481,
2020-03-08,ME,0,1,,,,1,2020-03-08T20:00:00Z,1,0,0,0,0,0,1344212,ne,0,
2020-03-08,MI,0,26,10,,,36,2020-03-08T20:00:00Z,26,0,0,8,0,8,9986857,mw,0,
2020-03-08,MN,1,48,,,,49,2020-03-08T20:00:00Z,49,0,0,0,0,0,5639632,mw,0.0177316534128468,
2020-03-08,MO,1,,,,,1,2020-03-08T20:00:00Z,1,0,0,0,1,1,6137428,s,0.0162934701637233,
2020-03-08,MS,0,,,,,0,2020-03-08T20:00:00Z,0,0,0,0,0,0,2976149,s,0,
2020-03-08,MT,0,11,,,,11,2020-03-08T20:00:00Z,11,0,0,0,0,0,1068778,w,0,
2020-03-08,NC,2,,,,,2,2020-03-08T20:00:00Z,2,0,0,0,0,0,10488084,s,0.0190692599334635,
2020-03-08,ND,0,0,,,,0,2020-03-08T20:00:00Z,0,0,0,0,0,0,762062,mw,0,
2020-03-08,NE,1,17,5,,,23,2020-03-08T20:00:00Z,18,0,0,0,0,0,1934408,mw,0.0516954024176906,
2020-03-08,NH,4,38,5,,,47,2020-03-08T20:00:00Z,42,0,0,18,2,20,1359711,ne,0.294180160342896,
2020-03-08,NJ,6,31,0,,,37,2020-03-08T20:00:00Z,37,0,0,31,2,33,8882190,ne,0.0675509080530815,
2020-03-08,NM,0,48,0,,,48,2020-03-08T20:00:00Z,48,0,0,0,0,0,2096829,w,0,
2020-03-08,NV,1,14,,,,15,2020-03-08T20:00:00Z,15,0,0,0,0,0,3080156,w,0.0324658880913824,
2020-03-08,NY,105,92,,,,197,2020-03-08T20:00:00Z,197,0,0,0,29,29,19453561,ne,0.539746938876641,
2020-03-08,OH,0,10,4,,,14,2020-03-08T20:00:00Z,10,0,0,1,0,1,11689100,mw,0,
2020-03-08,OK,1,8,2,,,11,2020-03-08T20:00:00Z,9,0,0,8,0,8,3956971,s,0.0252718556693997,
2020-03-08,OR,14,100,53,,,167,2020-03-08T20:00:00Z,114,0,0,23,7,30,4217737,w,0.331931554765032,
2020-03-08,PA,4,,,,,4,2020-03-08T20:00:00Z,4,0,0,0,2,2,12801989,ne,0.0312451447974217,
2020-03-08,RI,3,30,12,,,45,2020-03-08T20:00:00Z,33,0,0,30,1,31,1059361,ne,0.283189583154373,
2020-03-08,SC,2,8,,,,10,2020-03-08T20:00:00Z,10,0,0,0,0,0,5148714,s,0.0388446513051609,
2020-03-08,SD,0,5,0,,,5,2020-03-08T20:00:00Z,5,0,0,0,0,0,884659,mw,0,
2020-03-08,TN,3,,,,,3,2020-03-08T20:00:00Z,3,0,0,0,2,2,6833174,s,0.043903462724643,
2020-03-08,TX,8,,,,,8,2020-03-08T20:00:00Z,8,0,0,0,0,0,28995881,s,0.0275901256457771,
2020-03-08,UT,1,,,,,1,2020-03-08T20:00:00Z,1,0,0,0,0,0,3205958,w,0.0311919245355055,
2020-03-08,VA,2,36,6,,,44,2020-03-08T20:00:00Z,38,0,0,5,2,7,8535519,s,0.0234314984244075,
2020-03-08,VT,1,28,,,,29,2020-03-08T20:00:00Z,29,0,0,12,1,13,623989,ne,0.160259235339084,
2020-03-08,WA,102,640,60,,,802,2020-03-08T20:00:00Z,742,0,0,270,0,270,7614893,w,1.33948041029598,
2020-03-08,WI,1,31,12,,,44,2020-03-08T20:00:00Z,32,0,0,0,0,0,5822434,mw,0.0171749477967462,
2020-03-08,WV,0,2,3,,,5,2020-03-08T20:00:00Z,2,0,0,0,0,0,1792065,s,0,
2020-03-08,WY,0,,,,,0,2020-03-08T20:00:00Z,0,0,0,0,0,0,578759,w,0,
2020-03-07,AK,0,12,2,,,14,2020-03-07T21:00:00Z,12,0,0,4,0,4,731545,w,0,
2020-03-07,AL,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,,4903185,s,0,
2020-03-07,AR,0,6,0,,,6,2020-03-07T21:00:00Z,6,0,0,0,0,0,3017825,s,0,
2020-03-07,AZ,5,44,7,,,56,2020-03-07T21:00:00Z,49,0,0,11,2,13,7278717,w,0.0686934249538758,
2020-03-07,CA,69,462,,,,531,2020-03-07T21:00:00Z,531,0,0,0,9,9,39512223,w,0.174629506418811,
2020-03-07,CO,8,55,69,,,132,2020-03-07T21:00:00Z,63,0,0,9,6,15,5758736,w,0.138919373973733,
2020-03-07,CT,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,,3565287,ne,0,
2020-03-07,DC,0,8,1,,,9,2020-03-07T21:00:00Z,8,0,0,0,0,0,705749,s,0,
2020-03-07,DE,0,10,0,,,10,2020-03-07T21:00:00Z,10,0,0,0,0,0,973764,s,0,
2020-03-07,FL,14,100,88,,,202,2020-03-07T21:00:00Z,114,0,0,45,5,50,21477737,s,0.0651837761119805,
2020-03-07,GA,6,,,,,6,2020-03-07T21:00:00Z,6,0,0,0,4,4,10617423,s,0.0565108878114774,
2020-03-07,HI,1,,,,,1,2020-03-07T21:00:00Z,1,,,,,,1415872,w,0.070627853365276,
2020-03-07,IA,0,15,2,,,17,2020-03-07T21:00:00Z,15,0,0,0,0,0,3155070,mw,0,
2020-03-07,ID,0,27,,,,27,2020-03-07T21:00:00Z,27,,,,,,1787147,w,0,
2020-03-07,IL,6,191,44,,,241,2020-03-07T21:00:00Z,197,0,0,11,1,12,12671821,mw,0.0473491536851728,
2020-03-07,IN,1,,,,,1,2020-03-07T21:00:00Z,1,0,0,0,0,0,6732219,mw,0.0148539434026136,
2020-03-07,KS,0,11,2,,,13,2020-03-07T21:00:00Z,11,0,0,7,0,7,2913314,mw,0,
2020-03-07,KY,1,9,,,,10,2020-03-07T21:00:00Z,10,0,0,2,1,3,4467673,s,0.0223830168412057,
2020-03-07,LA,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,,4648794,s,0,
2020-03-07,MA,13,,,,,13,2020-03-07T21:00:00Z,13,0,0,0,5,5,6949503,ne,0.187063736788084,
2020-03-07,MD,3,41,,,,44,2020-03-07T21:00:00Z,44,0,0,15,0,15,6045680,s,0.0496222095777481,
2020-03-07,ME,0,1,,,,1,2020-03-07T21:00:00Z,1,,,,,,1344212,ne,0,
2020-03-07,MI,0,18,9,,,27,2020-03-07T21:00:00Z,18,0,0,10,0,10,9986857,mw,0,
2020-03-07,MN,1,48,,,,49,2020-03-07T21:00:00Z,49,0,0,12,1,13,5639632,mw,0.0177316534128468,
2020-03-07,MO,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,,6137428,s,0,
2020-03-07,MS,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,,2976149,s,0,
2020-03-07,MT,0,11,,,,11,2020-03-07T21:00:00Z,11,,,,,,1068778,w,0,
2020-03-07,NC,2,,,,,2,2020-03-07T21:00:00Z,2,0,0,0,0,0,10488084,s,0.0190692599334635,
2020-03-07,ND,0,0,,,,0,2020-03-07T21:00:00Z,0,,,,,,762062,mw,0,
2020-03-07,NE,1,17,5,,,23,2020-03-07T21:00:00Z,18,0,0,0,1,1,1934408,mw,0.0516954024176906,
2020-03-07,NH,2,20,3,,,25,2020-03-07T21:00:00Z,22,0,0,0,0,0,1359711,ne,0.147090080171448,
2020-03-07,NJ,4,,1,,,5,2020-03-07T21:00:00Z,4,0,0,0,3,3,8882190,ne,0.0450339387020543,
2020-03-07,NM,0,48,0,,,48,2020-03-07T21:00:00Z,48,0,0,32,0,32,2096829,w,0,
